"runset","context","name","capex_mn_EUR_per_yr","opex_mn_EUR","net_import_costs_mn_EUR","interconnector_capex_mn_EUR","final_demand_TWh","system_costs_mn_EUR","nuclear_GW","totex_EUR_per_MWh","diff_of_increase","overrun","wacc","extra_capex_mn_EUR_per_yr","totex_increase_EUR_per_MWh"
"core-3yrs-midfine","Omezená spolupráce",0,5580.53637408701,3076.85350097366,1256.39420977904,23.7451771503905,101.423605612866,9937.5292619901,2.06,97.9804376105662,-1.56469326357293,"9405 €/kW",0.04,0,1.5414045128295
"core-3yrs-midfine","Omezená spolupráce",1,6290.43493276394,3023.70766233511,492.185045534222,23.7451771503905,101.424426441376,9830.07281778366,3.16,96.9201716261663,-0.778513586751714,"9405 €/kW",0.04,33.0542743859436,0.481138528429582
"core-3yrs-midfine","Omezená spolupráce",2,6903.73973087891,3015.87548796173,-161.990383401212,23.7451771503905,101.42542597536,9781.37001258982,4.26,96.4390330977367,0,"9405 €/kW",0.04,66.1085487718873,0
"core-3yrs-midfine","Omezená spolupráce",3,6884.70135563832,3031.54513892881,-166.482180034562,23.7451771503905,101.425320209997,9773.50949168296,5.36,96.3616330857752,0.622245146520598,"9405 €/kW",0.04,99.1628231578312,-0.0774000119615295
"core-3yrs-midfine","Omezená spolupráce",4,7193.65588736323,3028.40664371687,-474.699177601545,23.7451771503905,101.425485403275,9771.10853062894,6.46,96.3378039728211,1.3547147478108,"9405 €/kW",0.04,132.217097543775,-0.101229124915591
"core-3yrs-midfine","Pokračování jádra v Evropě",0,4622.97739514018,1952.00634250838,2765.13779735587,102.779637064341,101.421758618753,9442.90117206878,2.06,93.1052793864966,-0.0441190275283958,"9405 €/kW",0.04,0,-3.33375371124004
"core-3yrs-midfine","Pokračování jádra v Evropě",2,5345.96826849459,1834.30729470189,2057.92727264492,102.779637064341,101.42140793057,9340.98247290573,4.26,92.1006981021236,0.828178021684948,"9405 €/kW",0.04,66.1085487718873,-4.33833499561311
"core-3yrs-midfine","Pokračování jádra v Evropě",4,6184.75728282184,1637.19627156891,1466.46729109973,102.779637064341,101.421000875248,9391.20048255482,6.46,92.5962118447876,1.47410340021155,"9405 €/kW",0.04,132.217097543775,-3.84282125294907
"core-3yrs-midfine","Pokračování jádra v Evropě",3,5758.62220322257,1715.22841507256,1758.85136467447,102.779637064341,101.421136593368,9335.48162003394,5.36,92.0467067674769,1.14693949285738,"9405 €/kW",0.04,99.1628231578312,-4.39232633025982
"core-3yrs-midfine","Pokračování jádra v Evropě",1,4935.70515569914,1830.55391632268,2498.9721009418,102.779637064341,101.420674418128,9368.01081002796,3.16,92.3678615210778,0.373413492842118,"9405 €/kW",0.04,33.0542743859436,-4.07117157665884
"core-3yrs-midfine","Odpor k OZE",0,5825.4868309644,3612.50809708191,518.756084546581,0.875784764864609,101.418788112677,9957.62679735775,2.06,98.1832556142831,-1.20814793638823,"9405 €/kW",0.04,0,1.74422251654644
"core-3yrs-midfine","Odpor k OZE",2,7284.74337648386,3212.18977559089,-816.992024916124,0.875784764864609,101.422962932612,9680.81691192348,4.26,95.4499516875256,-1.41588965949589,"9405 €/kW",0.04,66.1085487718873,-0.989081410211099
"core-3yrs-midfine","Odpor k OZE",4,7809.00838582885,3204.48758601074,-1380.34804913511,0.875784764864609,101.424594234994,9634.02370746935,6.46,94.9870569375701,-1.29195977270618,"9405 €/kW",0.04,132.217097543775,-1.45197616016658
"core-3yrs-midfine","Odpor k OZE",3,7698.43344088675,3197.38312727764,-1250.78241777543,0.875784764864609,101.423913913642,9645.90993515383,5.36,95.1048876241048,-1.41439967010346,"9405 €/kW",0.04,99.1628231578312,-1.33414547363189
"core-3yrs-midfine","Odpor k OZE",1,6503.54474935401,3368.87862291352,-78.1070927982919,0.875784764864609,101.420359467061,9795.1920642341,3.16,96.5801355438436,-1.30086134066055,"9405 €/kW",0.04,33.0542743859436,0.141102446106942
"core-3yrs-midfine","Optimální vývoj",0,4824.62863291638,2181.65848713962,2298.24513068067,161.9582933597,101.42502660009,9466.49054409637,2.06,93.334858874841,1.39087061917694,"9405 €/kW",0.04,0,-3.10417422289568
"core-3yrs-midfine","Optimální vývoj",2,5553.53083236671,2037.69341182744,1656.65819531877,161.9582933597,101.424420922432,9409.84073287262,4.26,92.7768741225464,2.23895432886737,"9405 €/kW",0.04,66.1085487718873,-3.66215897519029
"core-3yrs-midfine","Optimální vývoj",4,6481.75265330901,1756.41204339694,1095.36195867628,161.9582933597,101.423716910782,9495.48494874193,6.46,93.6219381221722,2.55020212075327,"9405 €/kW",0.04,132.217097543775,-2.8170949755645
"core-3yrs-midfine","Optimální vývoj",1,5200.6455277282,2142.70568833521,1948.9063218269,161.9582933597,101.42461212957,9454.21583125001,3.16,93.2142172668335,1.93956647611996,"9405 €/kW",0.04,33.0542743859436,-3.22481583090321
"core-3yrs-midfine","Optimální vývoj",3,5988.94046363399,1910.42383712572,1383.73866308695,161.9582933597,101.424163007663,9445.06125720636,5.36,93.1243697470073,2.70555965575882,"9405 €/kW",0.04,99.1628231578312,-3.3146633507294
"optimistic-demand","Omezená spolupráce",0,4438.82648428052,1861.18748381606,699.875401920235,23.7451771503905,82.1272365216304,7023.63454716721,2.06,85.5213793211872,-1.56469326357293,"9405 €/kW",0.04,0,-8.14186593403143
"optimistic-demand","Omezená spolupráce",1,5209.07112680334,1778.5113495421,-87.6559506286337,23.7451771503905,82.1289739675581,6923.67170286719,3.16,84.3024254217777,-0.778513586751714,"9405 €/kW",0.04,33.0542743859436,-8.57464015661968
"optimistic-demand","Omezená spolupráce",3,5651.72015938961,1480.10935399936,-316.365943049143,23.7451771503905,82.1288048960508,6839.20874749023,5.36,83.2741783610087,0.622245146520598,"9405 €/kW",0.04,99.1628231578312,-8.20212848411632
"optimistic-demand","Omezená spolupráce",2,5279.48840317797,1751.96268575255,-158.173144387683,23.7451771503905,82.1288653106215,6897.02312169323,4.26,83.9780641752183,0,"9405 €/kW",0.04,66.1085487718873,-8.12048781642734
"optimistic-demand","Omezená spolupráce",4,6131.37669521385,1241.17278149511,-573.470866305624,23.7451771503905,82.1293134465587,6822.82378755373,6.46,83.0741607500873,1.3547147478108,"9405 €/kW",0.04,132.217097543775,-7.66967649374752
"optimistic-demand","Pokračování jádra v Evropě",0,3456.35089888983,676.86302126106,2212.84978152809,102.779637064341,82.1223959010695,6448.84333874332,2.06,78.5272186470553,-0.0441190275283958,"9405 €/kW",0.04,0,-13.6154523721188
"optimistic-demand","Pokračování jádra v Evropě",4,5501.52625893002,898.607917436827,302.946523520292,102.779637064341,82.1243809409844,6805.86033695148,6.46,82.8725922676027,1.47410340021155,"9405 €/kW",0.04,132.217097543775,-7.7518563238314
