name,region,season,source,stat,val
solar-2gw,CZ,Y,solar,capacity_GW,2.5
solar-2gw,CZ,Y,onshore,capacity_GW,10.0
solar-2gw,CZ,Y,offshore,capacity_GW,0.0
solar-2gw,CZ,Y,nuclear,capacity_GW,4.26
solar-2gw,CZ,Y,smr,capacity_GW,0.0
solar-2gw,CZ,Y,gas_ccgt_ccs,capacity_GW,0.0
solar-2gw,CZ,Y,b_CHP,capacity_GW,0.7
solar-2gw,CZ,Y,gas_peak,capacity_GW,0.0
solar-2gw,CZ,Y,dsr,capacity_GW,1.3632618188858032
solar-2gw,CZ,Y,li-2,capacity_GW,1.875
solar-2gw,CZ,Y,v2g,capacity_GW,0.5167060801188149
solar-2gw,CZ,Y,ecars,capacity_GW,0.0
solar-2gw,CZ,Y,heat-flex,capacity_GW,30.682191780821917
solar-2gw,CZ,Y,h2,capacity_GW,3.2148998723099
solar-2gw,CZ,Y,h2p,capacity_GW,0.6531121820637531
solar-2gw,CZ,Y,h_ror,capacity_GW,0.43163
solar-2gw,CZ,Y,pump_open,capacity_GW,0.4704
solar-2gw,CZ,Y,pump,capacity_GW,0.6880499999999999
solar-2gw,CZ,Y,h_dams,capacity_GW,0.6977199999999999
solar-2gw,CZ,Y,TOTAL,capacity_GW,58.05297173420017
solar-2gw,CZ,Y,h2,capacity_charging_GW,0.0
solar-2gw,CZ,Y,h2p,capacity_charging_GW,0.0
solar-2gw,CZ,Y,TOTAL,load_TWh,107.49392973375501
solar-2gw,CZ,S,TOTAL,load_TWh,44.8411410376496
solar-2gw,CZ,W,TOTAL,load_TWh,62.169495033919794
solar-2gw,CZ,Y,TOTAL,import_TWh,47.40596044036482
solar-2gw,CZ,S,TOTAL,import_TWh,20.99850293471815
solar-2gw,CZ,W,TOTAL,import_TWh,26.143938348301525
solar-2gw,CZ,Y,TOTAL,export_TWh,6.435232979058157
solar-2gw,CZ,S,TOTAL,export_TWh,2.6992562882256443
solar-2gw,CZ,W,TOTAL,export_TWh,3.66994945045146
solar-2gw,CZ,Y,TOTAL,net_import_TWh,40.970727461306666
solar-2gw,CZ,S,TOTAL,net_import_TWh,18.299246646492506
solar-2gw,CZ,W,TOTAL,net_import_TWh,22.473988897850063
solar-2gw,CZ,Y,TOTAL,curtailment_TWh,3.824425220955164e-15
solar-2gw,CZ,S,TOTAL,curtailment_TWh,1.7189449863508343e-15
solar-2gw,CZ,W,TOTAL,curtailment_TWh,2.0745574147440493e-15
solar-2gw,CZ,Y,TOTAL,interconnector_capex_mn_EUR_per_yr,161.95829335969972
solar-2gw,CZ,Y,solar,production_TWh,2.7481775109765962
solar-2gw,CZ,Y,onshore,production_TWh,26.847828578924002
solar-2gw,CZ,Y,offshore,production_TWh,0.0
solar-2gw,CZ,Y,nuclear,production_TWh,29.844133684210533
solar-2gw,CZ,Y,smr,production_TWh,-2.2287946553902005e-33
solar-2gw,CZ,Y,gas_ccgt_ccs,production_TWh,0.0
solar-2gw,CZ,Y,b_CHP,production_TWh,1.785044223847737
solar-2gw,CZ,Y,gas_peak,production_TWh,0.0
solar-2gw,CZ,Y,dsr,production_TWh,0.005453047275543213
solar-2gw,CZ,Y,eens,production_TWh,0.0
solar-2gw,CZ,Y,li-2,production_TWh,1.1343379508579299
solar-2gw,CZ,Y,v2g,production_TWh,0.5909408109368108
solar-2gw,CZ,Y,ecars,production_TWh,0.0
solar-2gw,CZ,Y,heat-flex,production_TWh,1.4644453037917955
solar-2gw,CZ,Y,h2,production_TWh,3.562806582018613
solar-2gw,CZ,Y,h2p,production_TWh,0.25558026792960054
solar-2gw,CZ,Y,h_ror,production_TWh,0.9703649564226691
solar-2gw,CZ,Y,pump_open,production_TWh,0.320402577140059
solar-2gw,CZ,Y,pump,production_TWh,0.44662268549640993
solar-2gw,CZ,Y,h_dams,production_TWh,0.917609120375306
solar-2gw,CZ,Y,TOTAL,production_TWh,70.8937473002036
solar-2gw,CZ,S,solar,production_TWh,1.863245967082919
solar-2gw,CZ,S,onshore,production_TWh,9.22137356111002
solar-2gw,CZ,S,offshore,production_TWh,0.0
solar-2gw,CZ,S,nuclear,production_TWh,14.620110526315793
solar-2gw,CZ,S,smr,production_TWh,6.660097674402685e-35
solar-2gw,CZ,S,gas_ccgt_ccs,production_TWh,0.0
solar-2gw,CZ,S,b_CHP,production_TWh,0.08277874385905382
solar-2gw,CZ,S,gas_peak,production_TWh,0.0
solar-2gw,CZ,S,dsr,production_TWh,0.0
solar-2gw,CZ,S,eens,production_TWh,0.0
solar-2gw,CZ,S,li-2,production_TWh,0.6587050657199763
solar-2gw,CZ,S,v2g,production_TWh,0.3520743374115717
solar-2gw,CZ,S,ecars,production_TWh,0.0
solar-2gw,CZ,S,heat-flex,production_TWh,0.034753875165792585
solar-2gw,CZ,S,h2,production_TWh,0.11933929025704504
solar-2gw,CZ,S,h2p,production_TWh,0.0
solar-2gw,CZ,S,h_ror,production_TWh,0.45185978912013675
solar-2gw,CZ,S,pump_open,production_TWh,0.16675382804752614
solar-2gw,CZ,S,pump,production_TWh,0.24174778442952746
solar-2gw,CZ,S,h_dams,production_TWh,0.4228255159514286
solar-2gw,CZ,S,TOTAL,production_TWh,141.7874946004072
solar-2gw,CZ,W,solar,production_TWh,0.8615737657869865
solar-2gw,CZ,W,onshore,production_TWh,17.525494379609494
solar-2gw,CZ,W,offshore,production_TWh,0.0
solar-2gw,CZ,W,nuclear,production_TWh,15.074654736842106
solar-2gw,CZ,W,smr,production_TWh,-2.2953956321342272e-33
