name,region,season,stat,IMPORT_EXPORT,TOTAL,b_CHP,bio,biogas,coal,coal_bp,coal_ex,dsr,eens,gas_ccgt,gas_chp,gas_eng_chp,gas_peak,h_dams,h_ror,heat,li,lig,lig_bp,lig_ex,lig_old,lig_sc,nuclear,onshore,pump,pump_open,solar
2025-cheap-ets,CZ,W,import_TWh,,1.255,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,W,inflow_TWh,,,,,,,,,,,,,,,0.466,0.583,,,,,,,,,,,0.014,
2025-cheap-ets,CZ,W,load_TWh,,35.16,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,W,net_import_TWh,,-3.452,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,W,opex_mn_EUR,,,55.853,0,96.963,-0,-0,0,0,,144.768,149.957,96.725,0.443,1.404,1.166,,0.027,428.492,391.562,358.122,-0,180.455,319.48,0,0.247,0.187,0
2025-cheap-ets,CZ,W,power_share_high_value,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1
2025-cheap-ets,CZ,W,power_share_low_value,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0
2025-cheap-ets,CZ,W,power_share_zero_value,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0
2025-cheap-ets,CZ,W,production_TWh,,144.808,0.72,0,1.372,-0,-0,0,0,0,1.593,1.652,0.768,0.003,0.468,0.583,0.373,0.013,5.519,2.605,4.615,-0,2.487,14.522,0.463,0.062,0.047,1.264
2025-cheap-ets,CZ,W,production_el_eq_TWh,,,0.733,,,,-0,0,,0,,1.732,0.768,,,,,,,2.605,8.064,,,,,,,
2025-cheap-ets,CZ,W,production_excess_TWh,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0
2025-cheap-ets,CZ,W,production_hours,,,4284,0,3873,0,0,0,0,0,2300,2752,2209,34,4369,4392,620,323,4329,4392,4392,0,4329,,,124,174,
2025-cheap-ets,CZ,W,production_used_TWh,,,,,,,,,,,,,,,,,,,,,,,,,0.463,,,1.264
2025-cheap-ets,CZ,W,wholesale_expenses_mn_EUR,23.329,,,,,,,,,,,,,,0,0,,1.258,,,,,,,,6.983,3.718,
2025-cheap-ets,CZ,W,wholesale_revenues_mn_EUR,339.389,,63.338,0,118.873,-0,-0,0,0,,145.053,157.139,67.615,0.435,40.311,49.594,,1.163,475.476,223.895,691.839,-0,214.163,1241.63,39.022,5.593,4.207,107.54
2025-cheap-ets,CZ,Y,avg_consumer_price_EUR_per_MWh,,82.552,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,Y,avg_producer_price_EUR_per_MWh,,82.453,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,Y,capacity_GW,,19.542,0.177,0,0.372,0,0,0,0,,0.823,0.759,0.367,0.128,0.698,0.432,2.381,0.043,1.294,0.603,1.839,0,0.581,4.047,0.34,0.688,0.47,3.5
2025-cheap-ets,CZ,Y,capacity_factor,,0.423,0.8,,0.8,,,,,,0.221,0.26,0.417,0.003,0.177,0.357,0.028,0.072,0.85,0.85,0.85,,0.85,0.796,0.282,0.026,0.03,0.124
2025-cheap-ets,CZ,Y,capex_mn_EUR_per_yr,,,57.238,0,49.707,0,0,0,0,,87.828,87.293,19.959,8.282,141.738,87.683,,2.891,103.488,65.339,199.333,0,46.464,3000.042,51.961,139.774,95.559,255.14
2025-cheap-ets,CZ,Y,charged_TWh,,1.069,,,,,,,,,,,,,0,0,0.691,0.03,,,,,,,,0.22,0.128,
2025-cheap-ets,CZ,Y,curtailment_TWh,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,Y,discharged_TWh,,3.334,,,,,,,,,,,,,1.084,1.349,0.592,0.027,,,,,,,,0.158,0.123,
2025-cheap-ets,CZ,Y,emissions_MtCO2,,38.37,0,0,0,-0,0,0,0,0,0.626,0.68,0.737,0.002,0,0,0,0,9.632,8.977,13.693,0,4.023,0,0,0,0,0
2025-cheap-ets,CZ,Y,export_TWh,,8.981,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,Y,heat_production_PJ,,,0.096,,,,0,-0,,0,,0.691,4.826,,,,,,,48.475,43.974,,,,,,,
2025-cheap-ets,CZ,Y,import_TWh,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,Y,inflow_TWh,,,,,,,,,,,,,,,1.084,1.349,,,,,,,,,,,0.03,
2025-cheap-ets,CZ,Y,load_TWh,,64.753,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,Y,net_import_TWh,,-6.681,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-cheap-ets,CZ,Y,opex_mn_EUR,,,95.385,0,184.683,-0,0,0,0,,144.768,149.957,168.779,0.443,3.252,2.698,,0.055,749.382,677.126,724.587,0,314.517,621.206,0,0.633,0.491,0
2025-cheap-ets,CZ,Y,power_share_high_value,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1
2025-cheap-ets,CZ,Y,power_share_low_value,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0
2025-cheap-ets,CZ,Y,power_share_zero_value,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0
2025-cheap-ets,CZ,Y,production_TWh,,72.404,1.225,0,2.607,-0,0,0,0,0,1.593,1.652,1.341,0.003,1.084,1.349,0.592,0.027,9.632,4.488,9.331,0,4.325,28.237,0.841,0.158,0.123,3.797
2025-cheap-ets,CZ,Y,production_el_eq_TWh,,,1.238,,,,0,0,,0,,1.732,1.341,,,,,,,4.488,13.693,,,,,,,
2025-cheap-ets,CZ,Y,production_excess_TWh,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0
2025-cheap-ets,CZ,Y,production_hours,,,8185,0,7462,0,0,0,0,0,2300,2752,3809,34,8737,8760,1089,650,8587,8671,8760,0,8625,,,328,410,
2025-cheap-ets,CZ,Y,production_used_TWh,,,,,,,,,,,,,,,,,,,,,,,,,0.841,,,3.797
2025-cheap-ets,CZ,Y,wholesale_expenses_mn_EUR,40.247,,,,,,,,,,,,,,0,0,,2.457,,,,,,,,17.591,10.268,
2025-cheap-ets,CZ,Y,wholesale_revenues_mn_EUR,637.928,,102.727,0,215.203,-0,0,0,0,,145.053,157.139,112.153,0.435,88.263,109.409,,2.245,796.267,370.75,1130.728,0,357.491,2310.991,68.494,13.088,10.102,305.206
2025-expensive-ets,CZ,S,avg_consumer_price_EUR_per_MWh,,107.552,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-expensive-ets,CZ,S,avg_producer_price_EUR_per_MWh,,107.599,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-expensive-ets,CZ,S,capacity_factor,,1.535,0.697,,0.74,,0.004,,,,0.791,0.748,0.573,0,0.202,0.406,0.002,0.074,,0.827,0.049,,0.154,0.776,0.254,0.025,0.03,0.166
2025-expensive-ets,CZ,S,capex_mn_EUR_per_yr,,,57.238,0,49.707,0,1.812,0,0,,87.828,87.293,19.959,8.282,141.738,87.683,,2.891,0,65.339,193.037,0,46.464,3000.042,51.961,139.774,95.559,255.14
2025-expensive-ets,CZ,S,charged_TWh,,1.567,,,,,,,,,,,,,0,0,0.03,0.015,,,,,,,,0.105,0.064,
2025-expensive-ets,CZ,S,curtailment_TWh,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-expensive-ets,CZ,S,discharged_TWh,,6.134,,,,,,,,,,,,,0.616,0.766,0.027,0.014,,,,,,,,0.074,0.062,
2025-expensive-ets,CZ,S,emissions_MtCO2,,49.302,0,0,0,0,0.001,0,0,0,1.117,0.975,0.505,0,0,0,0,0,0,4.353,0.385,0,0.364,0,0,0,0,0
2025-expensive-ets,CZ,S,export_TWh,,4.759,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-expensive-ets,CZ,S,heat_production_PJ,,,0.018,,,,0.003,0,,0,,2.715,3.309,,,,,,,23.504,1.953,,,,,,,
2025-expensive-ets,CZ,S,import_TWh,,5.953,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-expensive-ets,CZ,S,inflow_TWh,,,,,,,,,,,,,,,0.618,0.766,,,,,,,,,,,0.017,
2025-expensive-ets,CZ,S,load_TWh,,29.592,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-expensive-ets,CZ,S,net_import_TWh,,1.194,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-expensive-ets,CZ,S,opex_mn_EUR,,,41.725,0,85.603,0,0.08,-0,0,,303.487,230.415,135.929,0,1.848,,,0.028,0,501.186,23.001,0,43.235,301.727,0,0.295,0.246,0
2025-expensive-ets,CZ,S,power_share_high_value,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1
2025-expensive-ets,CZ,S,power_share_low_value,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0
2025-expensive-ets,CZ,S,power_share_zero_value,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0
2025-expensive-ets,CZ,S,production_TWh,,127.88,0.536,0,1.202,0,0,-0,0,0,2.844,2.166,0.919,0,0.616,0.766,0.027,0.014,0,2.176,0.191,0,0.392,13.715,0.378,0.074,0.062,2.533
2025-expensive-ets,CZ,S,production_el_eq_TWh,,,0.538,,,,0,0,,0,,2.481,0.919,,,,,,,2.176,0.385,,,,,,,
2025-expensive-ets,CZ,S,production_excess_TWh,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0
2025-expensive-ets,CZ,S,production_hours,,,3543,0,3523,0,40,0,0,0,3866,4351,2587,0,4368,4368,156,335,0,4368,983,0,2090,,,158,185,
2025-expensive-ets,CZ,S,production_used_TWh,,,,,,,,,,,,,,,,,,,,,,,,,0.378,,,2.533
2025-expensive-ets,CZ,S,wholesale_expenses_mn_EUR,167.144,,,,,,,,,,,,,,0,0,,1.654,,,,,,,,10.59,6.458,
2025-expensive-ets,CZ,S,wholesale_revenues_mn_EUR,55.841,,58.8,0,130.458,0,0.034,0,0,,310.252,268.258,99.945,0,66.753,82.03,,1.515,0,233.702,41.635,0,43.409,1470.242,40.042,8.05,6.719,267.974
2025-expensive-ets,CZ,W,avg_consumer_price_EUR_per_MWh,,117.067,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-expensive-ets,CZ,W,avg_producer_price_EUR_per_MWh,,116.616,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-expensive-ets,CZ,W,capacity_factor,,1.526,0.902,,0.86,,0.373,,,,0.909,0.952,0.676,0.027,0.153,0.308,0.021,0.071,,0.873,0.886,,0.929,0.817,0.31,0.028,0.03,0.082
2025-expensive-ets,CZ,W,capex_mn_EUR_per_yr,,,57.238,0,49.707,0,1.812,0,0,,87.828,87.293,19.959,8.282,141.738,87.683,,2.891,0,65.339,193.037,0,46.464,3000.042,51.961,139.774,95.559,255.14
2025-expensive-ets,CZ,W,charged_TWh,,1.567,,,,,,,,,,,,,0,0,0.374,0.015,,,,,,,,0.113,0.066,
2025-expensive-ets,CZ,W,curtailment_TWh,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-expensive-ets,CZ,W,discharged_TWh,,6.134,,,,,,,,,,,,,0.468,0.583,0.298,0.013,,,,,,,,0.083,0.063,
2025-expensive-ets,CZ,W,emissions_MtCO2,,49.302,0,0,0,0,0.046,0,0,0,1.291,1.247,0.6,0.008,0,0,0,0,0,4.624,6.93,0,2.205,0,0,0,0,0
2025-expensive-ets,CZ,W,export_TWh,,4.765,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-expensive-ets,CZ,W,heat_production_PJ,,,0.104,,,,0.296,0,,0,,2.092,3.926,,,,,,,24.972,35.1,,,,,,,
2025-expensive-ets,CZ,W,import_TWh,,5.088,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-expensive-ets,CZ,W,inflow_TWh,,,,,,,,,,,,,,,0.466,0.583,,,,,,,,,,,0.014,
2025-expensive-ets,CZ,W,load_TWh,,35.16,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-expensive-ets,CZ,W,net_import_TWh,,0.323,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-expensive-ets,CZ,W,opex_mn_EUR,,,53.229,0,99.11,0,6.874,-0,0,,348.231,310.537,161.305,2.235,1.404,1.166,,0.027,0,533.398,405.968,0,260.267,319.48,0,0.333,0.251,0
2025-expensive-ets,CZ,W,power_share_high_value,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1
2025-expensive-ets,CZ,W,power_share_low_value,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0
2025-expensive-ets,CZ,W,power_share_zero_value,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0
2025-expensive-ets,CZ,W,production_TWh,,127.88,0.686,0,1.405,0,0.027,-0,0,0,3.285,2.932,1.091,0.015,0.468,0.583,0.298,0.013,0,2.312,3.448,0,2.371,14.522,0.463,0.083,0.063,1.264
2025-expensive-ets,CZ,W,production_el_eq_TWh,,,0.7,,,,0.027,0,,0,,3.175,1.091,,,,,,,2.312,6.93,,,,,,,
2025-expensive-ets,CZ,W,production_excess_TWh,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0
2025-expensive-ets,CZ,W,production_hours,,,4278,0,3950,0,1818,0,0,0,4097,4392,3099,136,4371,4392,598,323,0,4392,4392,0,4178,,,166,243,
2025-expensive-ets,CZ,W,production_used_TWh,,,,,,,,,,,,,,,,,,,,,,,,,0.463,,,1.264
2025-expensive-ets,CZ,W,wholesale_expenses_mn_EUR,193.959,,,,,,,,,,,,,,0,0,,1.687,,,,,,,,12.988,7.682,
2025-expensive-ets,CZ,W,wholesale_revenues_mn_EUR,158.929,,81.964,0,164.827,0,3.351,0,0,,384.559,370.648,129.441,2.709,55.334,67.218,,1.585,0,270.357,809.739,0,277.252,1683.042,52.791,12.047,8.761,145.631
2025-expensive-ets,CZ,Y,avg_consumer_price_EUR_per_MWh,,112.719,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-expensive-ets,CZ,Y,avg_producer_price_EUR_per_MWh,,112.609,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-expensive-ets,CZ,Y,capacity_GW,,19.077,0.177,0,0.372,0,0.017,0,0,,0.823,0.759,0.367,0.128,0.698,0.432,3.25,0.043,0,0.603,1.781,0,0.581,4.047,0.34,0.688,0.47,3.5
2025-expensive-ets,CZ,Y,capacity_factor,,0.383,0.8,,0.8,,0.189,,,,0.85,0.85,0.625,0.013,0.177,0.357,0.011,0.073,,0.85,0.469,,0.543,0.796,0.282,0.026,0.03,0.124
2025-expensive-ets,CZ,Y,capex_mn_EUR_per_yr,,,57.238,0,49.707,0,1.812,0,0,,87.828,87.293,19.959,8.282,141.738,87.683,,2.891,0,65.339,193.037,0,46.464,3000.042,51.961,139.774,95.559,255.14
2025-expensive-ets,CZ,Y,charged_TWh,,0.783,,,,,,,,,,,,,0,0,0.404,0.03,,,,,,,,0.218,0.131,
2025-expensive-ets,CZ,Y,curtailment_TWh,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-expensive-ets,CZ,Y,discharged_TWh,,3.067,,,,,,,,,,,,,1.084,1.349,0.325,0.027,,,,,,,,0.157,0.124,
2025-expensive-ets,CZ,Y,emissions_MtCO2,,24.651,0,0,0,0,0.047,0,0,0,2.408,2.222,1.105,0.008,0,0,0,0,0,8.977,7.314,0,2.57,0,0,0,0,0
2025-expensive-ets,CZ,Y,export_TWh,,9.524,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-expensive-ets,CZ,Y,heat_production_PJ,,,0.122,,,,0.299,0,,0,,4.807,7.235,,,,,,,48.475,37.053,,,,,,,
2025-expensive-ets,CZ,Y,import_TWh,,11.041,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-expensive-ets,CZ,Y,inflow_TWh,,,,,,,,,,,,,,,1.084,1.349,,,,,,,,,,,0.03,
2025-expensive-ets,CZ,Y,load_TWh,,64.753,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-expensive-ets,CZ,Y,net_import_TWh,,1.517,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-expensive-ets,CZ,Y,opex_mn_EUR,,,94.954,0,184.714,0,6.953,-0,0,,651.718,540.953,297.234,2.235,3.252,2.698,,0.055,0,1034.584,428.969,0,303.502,621.206,0,0.628,0.497,0
2025-expensive-ets,CZ,Y,power_share_high_value,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1
2025-expensive-ets,CZ,Y,power_share_low_value,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0
2025-expensive-ets,CZ,Y,power_share_zero_value,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0
2025-expensive-ets,CZ,Y,production_TWh,,63.94,1.221,0,2.607,0,0.028,-0,0,0,6.13,5.099,2.01,0.015,1.084,1.349,0.325,0.027,0,4.488,3.639,0,2.762,28.237,0.841,0.157,0.124,3.797
2025-expensive-ets,CZ,Y,production_el_eq_TWh,,,1.238,,,,0.028,0,,0,,5.655,2.01,,,,,,,4.488,7.314,,,,,,,
2025-expensive-ets,CZ,Y,production_excess_TWh,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0
2025-expensive-ets,CZ,Y,production_hours,,,7821,0,7473,0,1858,0,0,0,7963,8743,5686,136,8739,8760,754,658,0,8760,5375,0,6268,,,324,428,
2025-expensive-ets,CZ,Y,production_used_TWh,,,,,,,,,,,,,,,,,,,,,,,,,0.841,,,3.797
2025-expensive-ets,CZ,Y,wholesale_expenses_mn_EUR,361.103,,,,,,,,,,,,,,0,0,,3.341,,,,,,,,23.577,14.14,
2025-expensive-ets,CZ,Y,wholesale_revenues_mn_EUR,214.769,,140.764,0,295.285,0,3.385,0,0,,694.811,638.905,229.386,2.709,122.087,149.249,,3.1,0,504.059,851.374,0,320.662,3153.284,92.833,20.097,15.48,413.605
2028-advanced,CZ,S,avg_consumer_price_EUR_per_MWh,,95.849,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-advanced,CZ,S,avg_producer_price_EUR_per_MWh,,95.177,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-advanced,CZ,S,capacity_factor,,1.234,0.662,,0.69,,0.006,,,,0.195,0.584,0.529,0,0.151,0.403,0.007,0.102,,0.637,0.084,,0,0.776,0.258,0.13,0.13,0.166
2028-advanced,CZ,S,capex_mn_EUR_per_yr,,,120.501,0,49.707,0,1.812,0,0,,87.828,143.611,45.223,8.282,105.136,87.683,,20.171,0,65.339,119.669,0,46.464,3000.042,122.262,139.774,114.162,736.261
2028-advanced,CZ,S,charged_TWh,,4.581,,,,,,,,,,,,,0,0,0.126,0.149,,,,,,,,0.545,0.422,
2028-advanced,CZ,S,curtailment_TWh,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-advanced,CZ,S,discharged_TWh,,7.423,,,,,,,,,,,,,0.342,0.76,0.101,0.134,,,,,,,,0.389,0.319,
2028-advanced,CZ,S,emissions_MtCO2,,42.392,0,0,0,0,0.001,0,0,0,0.275,1.251,1.057,0,0,0,0,0,0,3.354,0.403,0,0,0,0,0,0,0
2028-advanced,CZ,S,export_TWh,,5.239,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-advanced,CZ,S,heat_production_PJ,,,0.805,,,,0.005,-0,,0,,3.799,6.921,,,,,,,18.111,1.939,,,,,,,
2028-advanced,CZ,S,import_TWh,,5.818,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-advanced,CZ,S,inflow_TWh,,,,,,,,,,,,,,,0.343,0.766,,,,,,,,,,,0.017,
2028-advanced,CZ,S,load_TWh,,32.673,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-advanced,CZ,S,net_import_TWh,,0.579,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-advanced,CZ,S,opex_mn_EUR,,,75.551,0,79.913,0,0.114,0,0,,78.352,296.507,284.347,0.027,1.027,,,0.268,0,386.653,25.719,0,0,301.727,0,1.558,1.275,0
2028-advanced,CZ,S,power_share_high_value,,,,,,,,,,,,,,,,,,,,,,,,0.883,0.881,,,0.615
2028-advanced,CZ,S,power_share_low_value,,,,,,,,,,,,,,,,,,,,,,,,0.115,0.116,,,0.378
2028-advanced,CZ,S,power_share_zero_value,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.003,,,0.008
2028-advanced,CZ,S,production_TWh,,144.941,0.964,0,1.121,0,0,0,0,-0,0.701,2.745,1.923,0,0.342,0.76,0.101,0.134,0,1.677,0.211,0,0,13.715,0.901,0.389,0.319,7.309
2028-advanced,CZ,S,production_el_eq_TWh,,,1.076,,,,0,0,,0,,3.185,1.923,,,,,,,1.677,0.403,,,,,,,
2028-advanced,CZ,S,production_excess_TWh,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0
2028-advanced,CZ,S,production_hours,,,3695,0,3230,0,53,0,0,0,1415,3548,2569,3,4368,4368,644,531,0,4368,1502,0,0,,,700,908,
2028-advanced,CZ,S,production_used_TWh,,,,,,,,,,,,,,,,,,,,,,,,,0.901,,,7.309
2028-advanced,CZ,S,wholesale_expenses_mn_EUR,131.151,,,,,,,,,,,,,,0,0,,13.669,,,,,,,,46.664,36.123,
2028-advanced,CZ,S,wholesale_revenues_mn_EUR,112.666,,106.302,0,115.096,0,0.038,0,0,,75.032,322.45,204.007,0.024,35.362,73.155,,14.299,0,160.073,36.687,0,0,1313.824,83.779,41.91,34.239,622.988
2028-advanced,CZ,W,avg_consumer_price_EUR_per_MWh,,114.388,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-advanced,CZ,W,avg_producer_price_EUR_per_MWh,,113.59,,,,,,,,,,,,,,,,,,,,,,,,,,
2028-advanced,CZ,W,capacity_factor,,1.227,0.937,,0.909,,0.408,,,,0.768,0.956,0.651,0.021,0.114,0.307,0.016,0.137,,0.976,0.792,,0.559,0.817,0.313,0.074,0.076,0.082
