,name,region,season,source,stat,val
2477,2025-cheap-ets,CZ,S,lig_old,capex_mn_EUR_per_yr,0
2478,2025-cheap-ets,CZ,S,gas_ccgt,capex_mn_EUR_per_yr,87.828
2479,2025-cheap-ets,CZ,S,gas_chp,capex_mn_EUR_per_yr,87.293
2480,2025-cheap-ets,CZ,S,coal,capex_mn_EUR_per_yr,0
2481,2025-cheap-ets,CZ,S,coal_ex,capex_mn_EUR_per_yr,0
2482,2025-cheap-ets,CZ,S,gas_peak,capex_mn_EUR_per_yr,8.282
2483,2025-cheap-ets,CZ,S,gas_eng_chp,capex_mn_EUR_per_yr,19.959
2484,2025-cheap-ets,CZ,S,lig_bp,capex_mn_EUR_per_yr,65.339
2485,2025-cheap-ets,CZ,S,coal_bp,capex_mn_EUR_per_yr,0
2486,2025-cheap-ets,CZ,S,dsr,capex_mn_EUR_per_yr,0
2487,2025-cheap-ets,CZ,S,h_ror,capex_mn_EUR_per_yr,87.683
2488,2025-cheap-ets,CZ,S,h_dams,capex_mn_EUR_per_yr,141.738
2489,2025-cheap-ets,CZ,S,li,capex_mn_EUR_per_yr,2.891
2490,2025-cheap-ets,CZ,S,pump_open,capex_mn_EUR_per_yr,95.559
2491,2025-cheap-ets,CZ,S,pump,capex_mn_EUR_per_yr,139.774
2492,2025-cheap-ets,CZ,W,nuclear,capex_mn_EUR_per_yr,3000.042
2493,2025-cheap-ets,CZ,W,solar,capex_mn_EUR_per_yr,255.14
2494,2025-cheap-ets,CZ,W,onshore,capex_mn_EUR_per_yr,51.961
2495,2025-cheap-ets,CZ,W,biogas,capex_mn_EUR_per_yr,49.707
2496,2025-cheap-ets,CZ,W,lig_sc,capex_mn_EUR_per_yr,46.464
2497,2025-cheap-ets,CZ,W,bio,capex_mn_EUR_per_yr,0
2498,2025-cheap-ets,CZ,W,b_CHP,capex_mn_EUR_per_yr,57.238
2499,2025-cheap-ets,CZ,W,lig,capex_mn_EUR_per_yr,103.488
2500,2025-cheap-ets,CZ,W,lig_ex,capex_mn_EUR_per_yr,199.333
2501,2025-cheap-ets,CZ,W,lig_old,capex_mn_EUR_per_yr,0
2502,2025-cheap-ets,CZ,W,gas_ccgt,capex_mn_EUR_per_yr,87.828
2503,2025-cheap-ets,CZ,W,gas_chp,capex_mn_EUR_per_yr,87.293
2504,2025-cheap-ets,CZ,W,coal,capex_mn_EUR_per_yr,0
2505,2025-cheap-ets,CZ,W,coal_ex,capex_mn_EUR_per_yr,0
2506,2025-cheap-ets,CZ,W,gas_peak,capex_mn_EUR_per_yr,8.282
2507,2025-cheap-ets,CZ,W,gas_eng_chp,capex_mn_EUR_per_yr,19.959
